ranking,昵称,抖音号,number of followers,gender,profession of the broadcaster,profession,Number of viewers,sales volume,销售额/万,value of sales,Word of mouth,Live broadcast times,Total products,Total duration of live broadcast
1,董先生珠宝,dongxianshengzb,8327706,male,珠宝,0,6012351,204.1w,37700,377,4.44,11,894,1天17时58分29秒
2,罗永浩,luoyonghao,17971919,male,科技,5,4029071,366.1w,33000,330,4.75,31,1715,12天8时29分10秒
3,大狼狗郑建鹏&言真夫妇,AresCheng,18177926,male,种草,14,6116322,191.5w,29800,298,4.77,17,312,3天14时27分37秒
4,朱梓骁,Zhu.Zi.Xiao_813,7271941,male,明星,9,4035136,192.7w,23400,234,4.69,20,690,4天13时19分12秒
5,子安（每周日～周四晚8:30直播）,665135610,3820706,female,穿搭,0,668721,10.6w,16100,161,5,24,3632,3天4时13分38秒
6,陈三废gg 12号姐夫生日会?,chensanfeigg31,29361764,male,生活,10,3605537,325.3w,16200,162,4.62,33,935,4天6时23分11秒
7,罗拉密码,LOORA88888,4819501,female,穿搭,0,1432721,151.2w,15900,159,4.92,11,1455,3天5时17分58秒
8,呗呗兔_6号上午11点年中盛典,3897894,10381886,female,美妆,8,1925917,135.6w,15400,154,4.73,18,574,3天12时45分9秒
9,邱莹莹服饰,qiu_yingying,697886,female,穿搭,0,506963,50.6w,15200,152,4.82,27,1499,6天11时23分13秒
10,张庭,Ting998888,27157463,female,明星,9,8832270,133.3w,14600,146,4.68,5,426,1天19时45分23秒
11,韩国媳妇大璐璐（正在直播狂欢闺蜜节）,lulu1255,8683974,female,网红,12,3021437,166.3w,14300,143,4.74,17,402,3天4时6分5秒
12,胡海泉,haiquanpaoge,3455310,male,明星,9,1876368,21.3w,11800,118,4.73,4,186,1天9时19分32秒
13,懒猫nono（5号18点，直播间见）,minminK,875084,female,穿搭,0,348897,24.0w,11100,111,4.98,21,785,5天7时22分5秒
14,衣哥,1987yige,19576081,male,种草,14,5410730,144.3w,10700,107,4.43,19,347,4天11时57分31秒
15,Teenie Weenie官方旗舰店,teenieweenie_,1110178,female,穿搭,0,309703,27.6w,10600,106,1.96,72,617,19天23时34分47秒
16,戚薇,qiwei7V,13486738,female,明星,9,7417510,55.8w,10100,101,4.87,4,373,1天14时54分24秒
17,刘芳形体礼仪,LF117788,13733711,female,珠宝,0,1949033,68.2w,10000,100,4.95,58,187,8天17时44分59秒
18,小小101,wa101,11381479,female,美妆,8,2527405,135.0w,9667,96.67,4.72,27,387,4天11时28分2秒
19,七阿姨7月8号中午12点宇宙之战,7haoluren,27725907,female,种草,14,6673995,145.5w,9656.8,96.57,4.55,12,354,2天1时20分25秒
20,Tracy董博文（周二晚19点加班）,Tracydong0318,794907,female,珠宝,0,246316,2.4w,9178.7,91.79,4.94,18,6328,4天16时33分1秒
21,太平鸟female装官方旗舰店,1268025915,1862518,female,穿搭,0,163208,28.9w,8995.8,89.96,4.91,76,581,23天1时36分22秒
22,adidas官方旗舰店,adidasFlagship,1038108,female,穿搭,0,1724219,37.8w,8721.5,87.22,4.7,32,753,22天22时4分58秒
23,?盈公主?想我快来呼叫我！,yinggongzhu01,2216327,female,穿搭,0,231161,25.7w,8708.5,87.09,4.79,23,589,3天14时45分15秒
24,杭州四季青服装市场林宏武服饰店,lhw581888,1507820,female,穿搭,0,980061,78.2w,8693.6,86.94,4.98,33,1301,8天1时47分41秒
25,主持人王芳,660260823,9193144,female,教育,4,406025,138.6w,8548.8,85.49,4.9,57,1382,9天12时41分40秒
26,彩虹夫妇7月11早上10点冲刺500万粉,SCH19901993,4545451,female,生活,10,1864377,91.0w,8228.9,82.29,4.93,16,222,1天23时33分3秒
27,江路珠宝,2166370042,170522,male,珠宝,0,231275,39.6w,7430.6,74.31,4.77,28,4249,5天13时54分4秒
28,百丽官方旗舰店,BELLEVIP2021,1093168,female,穿搭,0,661825,22.9w,7030.9,70.31,1.76,47,203,23天1时50分32秒
29,涂磊,189251310,48358582,male,明星,9,4100214,72.2w,6962.9,69.63,4.76,12,185,3天10时38分24秒
30,黑码科技,heima_6699,10453203,female,科技,5,1082339,54.6w,6831.5,68.32,4.85,41,931,21天18时53分56秒
31,吴震8点直播,291302351,1637911,male,珠宝,0,411300,55.0w,6822.9,68.23,4.46,21,534,1天10时46分7秒
32,国岳,guoyaxiao88,6476098,female,生活,10,663753,29.6w,6616.9,66.17,4.59,30,538,4天15时54分16秒
33,举石珠宝,1500647989,4152923,female,珠宝,0,756125,20.5w,6499,64.99,4.36,21,4534,10天15时32分34秒
34,星辰大乔服饰,1099239699,1692753,female,穿搭,0,1067696,69.8w,6161,61.61,1.96,27,3106,7天15时11分16秒
35,鼎百福珠宝—潇洒哥,DBF68888,170696,female,珠宝,0,193744,45.6w,6044.5,60.45,3.86,34,6056,5天23时30分28秒
36,我是张凯毅,ZHANGkaiyi666,9106350,female,美妆,8,2616299,12.6w,6011,60.11,4.97,2,170,15时53分19秒
37,刘媛媛-7月12号公司成立六周年浮力场,liuyuanyuan1991,10920760,female,生活,10,416009,57.2w,5900.4,59,4.9,44,769,7天23时8分10秒
38,美希（7.8日12点直播1000台手机,88mei666,3316219,female,美妆,8,1452118,115.5w,5894.2,58.94,4.79,29,206,3天21时16分1秒
39,李金铭,lijinming7,3328428,female,明星,9,3219756,47.5w,5845.7,58.46,4.84,11,321,1天18时38分35秒
40,星雅珠宝,Xingyazhubao168,423760,male,珠宝,0,305262,50.8w,5844.8,58.45,4.53,40,4325,2天22时5分48秒
41,大志珠宝,dzzb001,136889,male,珠宝,0,146969,24.4w,5841.1,58.41,4.9,17,1279,1天18时10分45秒
42,胖虎高扬,ponhu009,223152,male,穿搭,0,265120,1.6w,5835,58.35,4.84,22,2170,5天3时6分15秒
43,兰姐（今天中午12:30直播）,lanjiexinhao,917051,female,生活,10,221198,25.8w,5693.8,56.94,4.75,29,152,3天22时47分33秒
44,梦巢家纺 早上六点开播,mcjf888,539946,female,生活,10,121150,37.7w,5660.3,56.6,4.72,96,915,16天16时11分24秒
45,同瑄服饰 晚7点直播,1st55555,897586,female,穿搭,0,607031,16.9w,5515.8,106,4.99,23,492,5天13时15分49秒
46,举石翡翠,JS77788,576940,male,珠宝,0,421588,14.3w,5439.7,54.4,4.3,27,3853,9天15时56分34秒
47,搭搭“随便夫妇”?8号中午12点直播,dadaheixiong,6942970,female,生活,10,961092,70.4w,5365.1,53.65,4.71,20,181,3天20时41分57秒
48,千屿sheila（今晚7点直播）,qianyuzi,1210215,female,穿搭,0,379451,47.1w,5356.9,53.57,4.99,21,1766,3天19时59分51秒
49,蕾蕾公主脸皮是真的厚（星期一公主休息,605717931,907685,female,穿搭,0,518708,38.6w,5329.2,53.29,4.99,26,381,7天16时1分10秒
50,郑铁头今晚九点地球之战,Gi666,3063633,male,科技,5,461595,21.7w,5284.9,52.85,4.67,33,159,2天22时47分14秒
51,华为终端,HWZD,5574408,female,科技,5,532986,1.3w,5201.8,52.02,5,18,99,2天22时49分39秒
52,珍珠奶奶,GVORVIP,292096,female,珠宝,0,38006,9.9w,5102.4,51.02,4.8,110,26746,25天19时13分22秒
53,凤栖梧香云纱(高薪招主播),FXWFXW,1391299,female,穿搭,0,319679,10.8w,5069.9,50.7,4.78,55,239,25天11时17分38秒
54,九儿female装1号店,Jiuer.9999999,557440,female,穿搭,0,350632,47.1w,5011.1,50.11,4.99,41,344,6天12时20分21秒
55,胖虎二手奢侈品,Ponhu,361320,female,珠宝,0,26138,8300,4963.5,49.64,4.89,108,4151,22天7时51分31秒
56,妖精的口袋ELFSACK官方旗舰店,elfsack,1152837,female,穿搭,0,479790,37.3w,4898,48.98,4.91,53,591,19天22时1分13秒
57,洛哥??小休一天！,lluo9527,553288,female,穿搭,0,235698,22.3w,1896,18.96,5,21,838,1天21时56分18秒
58,小熊出没7.6号5点超多新款！给力,xiaoxiong6188,252549,female,穿搭,0,163991,13.3w,4895,48.95,4.93,29,1589,5天20时33分15秒
59,马帅归来｜下一场，疯掉！,PgyMa,1314758,male,种草,14,361831,19.4w,4888.2,48.88,4.77,16,256,2天18时54分12秒
60,小影夫妇第二季奢品宠粉节周四12点直播,xiaoying198312,7201633,female,生活,10,2024196,174.7w,4856.8,48.57,4.93,9,221,1天5时16分24秒
61,南通自在家纺,zizaijia888,1221716,male,种草,14,701991,22.6w,4732.7,47.33,1.62,34,177,8天6时26分13秒
62,石力派翡翠,724937209,134427,male,珠宝,0,81435,1.3w,4689.6,46.9,4.77,38,7287,25天10时7分2秒
63,大鱼—8号纯绒盛宴??今年首发开炸?,DY0221x,502248,female,穿搭,0,169117,14.2w,1668.5,48.57,4.91,15,678,2天16时26分11秒
61,海莉（实力宠粉）,haili1347,2985040,female,美妆,8,1057217,68.0w,1655.6,16.56,4.89,27,177,5天1时59分6秒
65,瑞妮Renee,hanna2018_666,275221,female,种草,14,127289,1.5w,4547.8,45.48,4.99,19,1552,4天11时55分24秒
66,小马吃草,1645659986,7502059,male,美食,7,6404843,101.3w,4538.8,45.39,4.77,5,176,19时35分52秒
67,叶可可?7号，难得高货,keermia,725715,female,穿搭,0,206121,15.8w,1521.6,15.22,4.97,15,691,2天17时44分31秒
68,辉灿珠宝,88888889hc,267457,male,珠宝,0,119191,2.3w,4446.5,44.47,4.97,31,4041,27天12时7分1秒
69,妃鱼夏妍,Feiyuxiayan,781150,female,种草,14,334241,1.5w,4421.5,44.22,4.72,22,6512,5天7时36分57秒
70,lovemimius游鹿鹿,Lovemimius,1180613,female,穿搭,0,316393,60.8w,4347.7,43.48,4.99,25,855,3天18时43分45秒
71,中国黄金ChinaGold专卖店,ChinaGoldNo1,1887978,female,珠宝,0,798813,45.8w,4318.2,43.18,4.78,45,1177,10天8时51分49秒
72,城丽珠宝（7号早上6:30洱海直播）,yxg9688,237224,female,珠宝,0,45580,4.3w,4306.5,43.07,4.99,28,3455,7天9时45分57秒
73,ojaer 鸥纪儿,ojaer,1750152,female,穿搭,0,257115,22.5w,4210.1,42.1,4.75,29,1186,3天23时37分54秒
74,桔夕二手奢侈品,liangliangbabt,366309,male,种草,14,255208,6912,4198.2,41.98,1.67,48,6130,29天7时36分2秒
75,cici茜,qianjie518518,1442807,female,网红,12,349302,34.9w,4193.2,41.93,4.98,19,123,3天18时29分23秒
76,周大生珠宝严选,zhoudashengzhibo,790014,female,珠宝,0,688721,14.6w,4116.1,41.16,4.6,24,188,9天22时19分44秒
77,不二珠宝(7.8号晚6点半直播）,shidai1,130643,male,珠宝,0,122270,4.2w,4114.2,41.14,4.8,12,2566,3天11时32分33秒
78,上海车王female装（7月7号晚上7:00见）,Tinasummer,1132969,female,穿搭,0,852308,16.6w,4094.3,40.94,4.83,19,347,5天51分3秒
79,金六福荣耀精选,Jsp5888,246084,male,珠宝,0,124504,24.3w,4057.2,40.57,4.57,81,17743,13天16时32分58秒
80,音儿YINER旗舰店,1996YINER,713616,female,穿搭,0,82318,4.8w,4015.2,40.15,4.94,71,538,14天8时1分47秒
81,评价珠宝二号店,pjzb222,267775,female,网红,12,84648,16.7w,4000.1,40,4.95,33,7336,7天23时7分22秒
82,雅琴 ??7.9日11:50开播,yaqin0602,534591,female,美妆,8,340455,18.0w,3991.9,39.92,4.81,13,143,3天2时4分28秒
83,李晨nic,15971668,1682671,male,明星,9,1469350,28.5w,3966.1,39.66,4.91,7,514,2天18时7分39秒
84,岳老板-今天下午7点粉丝生日会,17173685,25250760,male,生活,10,2506139,48.6w,3943.6,39.44,4.15,11,244,1天23时54分45秒
85,STACCATO思加图官方旗舰店,staccato,427248,female,穿搭,0,185623,7.0w,3899.7,39,4.89,83,249,18天15时58分38秒
86,胖艳珠宝,pyzb668,105969,female,珠宝,0,102171,3.9w,3895.5,38.96,4.92,23,3342,5天13时53分24秒
87,廷姐叨叨叨（下午1点开播),xinshangjianding,171031,female,种草,14,83405,7968,3858.1,38.58,4.34,27,5073,5天19时39分26秒
88,Linda姐香云纱,YiXiSilk,276309,female,穿搭,0,56198,3.8w,3816,38.16,4.99,89,332,25天22时4分33秒
89,iQOO官方旗舰店,iQOO2233,253744,female,科技,5,155112,2.0w,3814.8,38.15,4.71,35,53,22天13时7分17秒
90,黄小敏●DOKKY高定female装,HXMDOKKY,740241,female,穿搭,0,212052,44.9w,3776.8,37.77,4.93,23,1685,2天19时44分38秒
91,煤炭江湖刘帮主,121545892,6835301,male,搞笑,2,671256,41.6w,3769.8,37.7,4.8,22,246,3天4时56分43秒
92,花西子Florasis,florasis,2685656,female,美妆,8,369805,22.6w,3718.9,37.19,4.94,30,53,17天21时16分32秒
93,冬姐精选-,dongjie520666,611738,female,穿搭,0,109208,5.0w,3713.4,37.13,4.89,18,833,3天6时11分9秒
94,嘉一JIAYI (每早8:30直播),666.JIAYI.666,382738,female,穿搭,0,249128,6.8w,3673.2,36.73,4.92,27,233,8天11时6分21秒
95,应采儿,1710280544,3443493,female,明星,9,1978888,8.6w,3636.7,36.37,4.6,4,237,1天32分31秒
96,C姐豪横 7月6号直播,shangpindg22,1586096,female,美妆,8,548320,38.4w,3590.6,35.91,4.84,18,610,5天3时31分28秒
97,周大生珠宝新选,ZDS_2021,960379,female,珠宝,0,453849,17.3w,3575.1,35.75,4.73,34,108,10天20时55分1秒
98,星线好物严选,V13606605167,434359,female,穿搭,0,78911,8.1w,3523.6,35.24,4.87,18,1158,5天19时30分53秒
99,厂长化妆品-皙玥【8点直播】,scz1221,1699831,male,美妆,8,266681,23.4w,3520,35.2,4.82,31,98,5天23时13分56秒
100,能能叔,1797411093,8967330,male,明星,9,4832443,7.3w,3518.5,35.19,4.42,5,113,15时09分38秒
101,胖虎阿超,ponhu006,75394,male,生活,10,52370,8343,3505.2,35.05,4.94,21,1815,3天8时45分12秒
102,焦娇美娇,ajiaobaby,436383,female,网红,12,166718,10.2w,3475.1,34.75,4.81,23,1001,4天23时19分24秒
103,一喜推荐官-早上6:00直播,tjgyx10086,680120,female,穿搭,0,188610,18.5w,3473,34.73,4.92,25,682,5天7时18分28秒
104,采石翁珠宝,1013700719,524401,female,珠宝,0,376030,1.0w,3462.9,34.63,4.46,7,10010,23天23时50分46秒
105,森马官方旗舰店,Semir2017,1785495,female,穿搭,0,250837,16.7w,3403.5,34.04,4.8,182,356,16天5时9分53秒
106,言值翡翠,ddmm50,286770,female,生活,10,41692,7136,3402.5,34.03,4.88,53,7818,22天18时2分2秒
107,鸿韵翡翠,hyfc666999,152517,female,生活,10,28714,1.8w,3384,33.84,4.77,45,2902,7天15时1分19秒
108,刘晓庆,liuxiaoqing151,6193899,female,明星,9,2725109,15.4w,3377.9,33.78,4.77,7,244,1天7时1分42秒
109,千惠?? 7月11日中午12点又要见面啦,woshiwanqianhui,2316105,female,教育,4,1084798,21.1w,3371.8,33.72,4.83,4,156,1天3时16分43秒
110,喜哥喜嫂每天晚上8点左右直播,dy4444455555,5838089,female,美食,7,581033,38.1w,3365.2,33.65,4.98,23,141,3天4时23分20秒
111,幸福嫁到水晶珠宝（每天早上6点开播）,xfjd666,102864,female,珠宝,0,103751,10.0w,3357.8,33.58,4.99,30,6578,10天2时18分40秒
112,言值臻选,yanzhizhenxuan,166297,female,珠宝,0,34638,1.0w,3333.4,33.33,4.94,61,8771,22天16时3秒
113,李晨,lichen_LC1124,5416849,male,明星,9,9128820,12.2w,3303.6,33.04,4.85,1,52,8时37分17秒
114,香姐姐??今晚七点三周年宠粉节送手机电脑,243452181,2116427,female,搞笑,2,180240,45.7w,3299.3,32.99,4.95,49,835,7天10时36分25秒
115,晓丽衣橱,1875027279,2273289,female,穿搭,0,277584,19.1w,3295.7,32.96,4.87,81,81,21天19时55分50秒
116,北京浒城古娘中国风female装,18513003330AA,1560913,female,穿搭,0,71155,8.2w,3286.9,32.87,4.97,53,479,17天22时56分25秒
117,刘轩豪,279198496,2835840,male,生活,10,214870,1.8w,3231.3,32.31,4.23,16,88,20时01分10秒
118,大胡子茶器阿星,dhz880088,74017,male,文学艺术,13,42442,3.9w,3228.1,32.28,4.97,30,8244,6天8时50分49秒
119,于震,779813852,18859537,male,明星,9,1066060,20.0w,3214.9,32.15,4.45,13,298,2天5时3分59秒
120,刘纯服饰  下午5点直播,1763111152,498343,female,穿搭,0,260675,10.5w,3208,32.08,4.75,21,212,5天18时21分57秒
121,员格格来了【今晚见】,YGG.laile,1781491,female,生活,10,64047,3.1w,3193.3,31.93,5,14,1427,3天3时36分44秒
122,迪丝嫚苓服饰-招主播,HL0822,387420,female,穿搭,0,153655,7.3w,3179,31.79,4.99,38,295,22天8时43分7秒
123,酒仙网拉飞哥（拉菲哥）,chateaulafite,4275721,male,美食,7,250812,20.9w,3169.7,31.7,4.68,23,322,3天14时15分2秒
124,鹿哥,Zhangxiaolu888,6512394,male,生活,10,285842,167.5w,3139.4,31.39,4.77,130,1135,2天21时36分9秒
125,少帅?「还看今朝」,TTSSZB,76968,male,珠宝,0,74626,5.9w,3080.8,30.81,4.41,46,3172,5天19时42分33秒
126,思娴雅学领航者文化传媒,V.13071015883,9281365,female,体育,11,495203,28.4w,3077.9,30.78,4.92,41,238,6天7时16分11秒
127,袖恩female装,xuan88831.,2189265,female,穿搭,0,572498,19.4w,3059.4,30.59,4.73,52,299,22天12时35分48秒
128,红布林东越(周一三四五日晚18:30),hongbulinzb1,77683,male,珠宝,0,52170,9152,3051.9,30.52,4.85,20,2825,4天11时20分1秒
129,演员任重,dytrn4ygc43s,1334233,female,明星,9,3797286,2.4w,3045,30.45,4.77,1,88,10时15分30秒
130,兰研,123456lanyan,7209439,female,网红,12,955153,30.3w,3041.6,30.42,4.87,14,165,2天19时20分28秒
131,Apple产品青橙数码旗舰店,appleqcsm,891515,female,科技,5,353814,1.3w,3039.6,30.4,4.1,30,57,7天3时25分6秒
132,达观说器,daguan07,108150,male,文学艺术,13,118643,5.4w,3031.7,30.32,5,29,6584,6天53分20秒
133,张俪,203521121,2782978,female,明星,9,973572,21.8w,2997.6,29.98,4.84,11,286,2天23分5秒
134,李淼（银饰批发商）,wuzhen7758,281962,female,珠宝,0,250269,25.8w,2984.7,29.85,4.65,31,1510,3天17时27分13秒
135,龙老板的朱朱珠宝,longlaoban_1,355979,male,生活,10,66443,7.3w,2980.3,29.8,4.53,32,4711,7天5时31分3秒
136,珀莱雅官方旗舰店,PROYA_STORE,1335650,female,美妆,8,481004,15.4w,2972.2,29.72,4.84,75,236,17天1时26分20秒
137,阿纯是质量测评家,achun1999,10700026,male,种草,14,195295,19.4w,2954.8,29.55,4.99,29,43,2天3时14分44秒
138,嘻嘻的服装搭配日记,jingjinges,637231,female,穿搭,0,301791,44.2w,2945.2,29.45,4.87,51,3848,7天4时42分45秒
139,伊芙丽官方旗舰店,eifinishop,933880,female,穿搭,0,131282,9.1w,2933.8,29.34,4.99,93,196,15天3时13分36秒
140,陶金形体礼仪,Tjxt118,6673627,female,珠宝,0,569808,36.7w,2933.2,29.33,4.95,40,151,6天14时11分7秒
141,扬叔来了,127652977,15404433,male,搞笑,2,802744,28.5w,2928.2,29.28,4.97,21,114,3天3时52分38秒
142,巴图&博谷,tutuandgugu,1275378,female,生活,10,1450111,19.2w,2927.5,29.28,4.73,14,444,4天4时8分29秒
143,田老丝儿护肤,ID1296,1154000,female,美妆,8,21524,12.1w,2916.7,29.17,4.11,158,26,5天23时1分21秒
144,素说美丽品牌店,sushuomeili888,1089639,female,美妆,8,10216,14.9w,2872.3,28.72,1.86,106,29,15天16时1分25秒
145,chicmoss大表姐,bbjj888,663957,female,穿搭,0,261771,12.6w,2856.1,32.96,5,48,752,5天19时16分21秒
116,猫哥评测(每晚7点开播）,maoge1866,1702161,male,种草,14,477120,3.7w,2852.3,28.52,1.69,27,217,6天13时27分12秒
147,小关老师（原切牛排专场送煎锅）,697046317,5633771,male,美食,7,214205,15.7w,2817.6,28.18,4.92,34,173,3天14时5分24秒
148,思懿-边城刀客,fcsz2019,897481,female,网红,12,116506,4.6w,2810.2,28.1,4.85,65,32184,28天16时26分39秒
149,不二珠宝2（6号早上11点开播）,1833869152,923950,female,生活,10,125273,3.8w,2802.7,28.03,4.73,11,2527,3天15时18分7秒
150,郑香香（7.6号大上新）,dyprgvobeonn,772695,female,穿搭,0,310432,21.5w,2791.8,27.92,1.63,31,1898,7天21时56分36秒
151,易辰female鞋（搜:易辰female鞋）小号播,ychen8887,199610,male,穿搭,0,352968,38.1w,2773.8,27.74,4.91,58,1080,6天3时11分59秒
152,清风官方旗舰店,qingfengBree,897861,female,种草,14,1016838,72.6w,2669.1,26.69,4.89,36,28,18天35分33秒
153,骆王宇,luowangyu123,8877615,male,美妆,8,558101,38.0w,2667.1,26.67,4.98,7,102,19时44分48秒
154,舒畅,luckyforever1212,2529029,female,明星,9,6048231,30.1w,2662.6,26.63,4.88,3,111,1天2时26分11秒
155,英伟达GeForce,NVIDIAGeForce,376473,female,科技,5,499221,4937,2646.7,26.47,4.48,1,48,5时20秒
156,夫夫先生【毛戈平马上来】,FFXS8888,2332223,male,美妆,8,439309,28.6w,2638.9,26.39,4.82,36,260,3天21时18分27秒
157,赵依依??,16578846,1801101,female,生活,10,223907,54.1w,2633.2,26.33,4.93,22,245,3天18时16分47秒
158,秋水伊人官方旗舰店,qsyr8863,1039772,female,穿搭,0,216187,13.2w,2621,26.21,1.86,57,488,11天10时10分7秒
159,大胖珠宝严选,dapangzhubao,56441,male,珠宝,0,46045,12.8w,2593.1,25.93,4.75,30,6347,7天4时40分55秒
160,潘依绣（female装批发）,PYX.439128,475024,female,穿搭,0,209241,24.0w,2575.4,25.75,4.88,26,1021,5天4时32分17秒
161,大麦真皮包,HZC1030,303535,female,种草,14,118089,10.6w,2572.3,25.72,4.87,15,452,1天11时36分18秒
162,南通崇川区大个2号,dage1944yd,852169,female,穿搭,0,219378,40.0w,2560.6,25.61,4.95,32,325,1天12时17分6秒
163,魏总裁?黄金珠宝?,dy1l2yezvww0t,139332,male,珠宝,0,107406,9.9w,2546.9,25.47,4.92,42,1862,4天4时2分
161,波司登,BSDbosideng,1585287,female,穿搭,0,99521,3.0w,2542.5,25.43,1.96,93,150,18天11时54分13秒
165,宏拓严选珠宝,liuhuazhubao9999,121542,male,生活,10,69646,13.1w,2523.4,25.23,4.89,22,7348,5天9时37分22秒
166,曹颖,CaoYing0514,12401570,female,明星,9,920850,23.5w,2514.5,25.15,4.81,13,299,2天6时55分4秒
167,伊利官方旗舰店,yiliguanfang,769217,female,美食,7,633463,47.5w,2505.6,25.06,4.98,34,103,18天9时3分29秒
168,杨发发??7号VH专场,V.fafaYuki123,658239,female,穿搭,0,345944,10.0w,2504.9,25.05,5,14,660,3天5时31分58秒
169,卓杰,dy1izon116mp,851869,male,种草,14,423789,18.2w,2480.5,24.81,5,21,205,6天19分52秒
170,AC精致生活高定female装,AC_Boutique,1649222,female,网红,12,83225,4.9w,2463.9,24.64,5,13,195,1天8时48分39秒
171,PSALTER诗篇官方旗舰店,1823862155,101856,female,穿搭,0,72923,3.3w,2457.3,24.57,4.9,79,581,20天15时52分16秒
172,LVK旗舰店,jianchuanlvk159,299069,female,美妆,8,31672,15.4w,2450.9,24.51,4.94,55,23,6天19时38分16秒
173,一抹微蓝香云纱(高薪招主播),yimoweilan666,807766,female,穿搭,0,127800,4.7w,2441,24.41,4.8,55,251,25天8时10分35秒
174,金六福荣耀珠宝（甄选店）,QW930313,141960,male,珠宝,0,86484,14.5w,2429.8,24.3,4.29,48,5919,3天16时44分20秒
175,惠买兄弟,huimaiXD,6276319,male,搞笑,2,504877,47.1w,2428.2,24.28,4.49,36,524,3天10时1分2秒
176,荣耀官方直播间,HONOR_520,801954,female,科技,5,291007,1.5w,2424.9,24.25,4.98,30,87,19天19时23分28秒
177,缅玉世珍珠宝～糖糖大小姐,MYSZ66666666,97582,female,珠宝,0,50360,1.6w,2407.4,24.07,4.76,29,6960,8天14时22分20秒
178,Oinny,HXB831120,752472,male,穿搭,0,367698,11.5w,2394.4,23.94,4.81,38,136,16天16时8分37秒
179,广州表哥,gzbg666,3102923,male,种草,14,316297,26.5w,2375.4,23.75,4.37,50,196,3天18时45分14秒
180,李美丽kimi 7月7日早上8点欧琳蒂,kimi970806,471903,female,穿搭,0,206111,16.7w,2366.5,23.67,4.83,16,666,3天17时24分45秒
181,缅甸之旅,MianDianZhiLv01,258543,female,珠宝,0,50408,8869,2362.4,23.62,4.92,45,35,24天19时2分58秒
182,小美M—羊绒衫自产,20200621m,250160,female,穿搭,0,82484,7.2w,2339.7,23.4,4.97,18,790,4天2时10分37秒
183,小小莎老师（周三晚七点直播）,Xiaosha666,6328755,female,珠宝,0,300071,16.4w,2326.4,23.26,4.89,19,531,4天4时7分28秒
184,SIVI熙薇,sivi888,712351,female,穿搭,0,163092,27.9w,2325.3,23.25,4.9,27,558,8天1时18分43秒
185,雯双双?休息啦品牌好物选品中,wenshuangshuang,211596,female,穿搭,0,43252,2.4w,2308.6,23.09,4.97,21,1004,3天1时9分52秒
186,王囡囡,wangnannan811,1788257,female,网红,12,105199,5.4w,2298.6,22.99,4.96,24,438,2天11时44分5秒
187,转果优品,Apple024,751828,male,科技,5,196174,2.0w,2293.7,22.94,4.84,23,175,3天16时34分49秒
188,楚遇珠宝,lanking6888888,631888,male,网红,12,87711,6.7w,2270.9,22.71,4.99,29,9194,13天3时1分53秒
189,IHIMI官方旗舰店,xingyou168,572896,female,穿搭,0,516831,30.1w,2266.3,22.66,4.94,62,471,20天3时31秒
190,LEDIN乐町,ledinledin,608621,female,穿搭,0,180224,11.2w,2265.5,22.66,4.99,75,363,15天17时44分21秒
191,云上珠宝,YDSZB666,113797,male,珠宝,0,108315,11.5w,2260.4,22.6,4.81,11,1114,1天20时7分53秒
192,盛唐二奢白菜村,ShengtangSCP,46221,female,珠宝,0,44115,9591,2253.2,22.53,4.76,30,2704,7天15时48分42秒
193,华缘玉器,huayuanyuqi88888,334224,male,珠宝,0,87748,9.2w,2248.4,22.48,4.95,33,7258,7天5时35分18秒
194,UPSTAR,UPSTAR,1265513,female,穿搭,0,98345,5.6w,2216,22.16,4.77,89,250,19天22分23秒
195,广州琴姐服饰（钟爱绿色）,keke661121,1101163,female,穿搭,0,307620,22.5w,2240.7,22.41,4.99,23,906,4天1时11分24秒
196,景德镇·瓷画楼,cihualou1968,101289,female,生活,10,17417,1.3w,2236.7,22.37,4.97,93,29842,26天7时52分10秒
197,柏雪,98150436,539037,female,生活,10,401047,18.2w,2236,22.36,4.94,19,1340,5天12时28分22秒
198,大利（今晚7点田园返城浮力宋不停）,17036123,1324235,female,种草,14,395387,30.5w,2232.3,22.32,4.58,20,405,4天1时37分8秒
199,秀姐美食领域者,ssamm5210,2504896,female,美食,7,1128149,80.6w,2228.2,22.28,4.9,22,114,3天19分2秒
200,联想,Lenovo,1824446,male,科技,5,35469,5278,2225.7,22.26,4.29,37,243,4天12时42分14秒
201,石力派珠宝,SLP004,129497,male,珠宝,0,26068,6741,2223.9,22.24,4.74,55,4409,25天7时11分32秒
202,占少说瓷,zhanshao9999,81788,male,文学艺术,13,14189,1.1w,2222.2,22.22,4.96,99,18699,21天6时35分45秒
203,小银子的宝藏female孩（早9点直播）,YINZ66,1367685,female,穿搭,0,219670,20.5w,2214.2,22.14,4.78,27,868,6天8时17分16秒
204,小贝饿了,xiaobeiele,10957772,female,美食,7,1053271,56.0w,2211.7,22.12,4.86,16,233,3天15时50分4秒
205,抖音商城官方直播间,573691570,1016119,female,种草,14,106118,12.6w,2208.2,22.08,4.75,52,808,10天11时57分35秒
206,爱而乐（7号11点直播）,307797166..,3816339,female,生活,10,350217,16.0w,2203.1,22.03,4.93,18,83,4天14时45分29秒
207,苗哥珍珠,116606363,45315,male,珠宝,0,28362,3.9w,2201.2,22.01,4.98,54,11867,11天5时44分41秒
